STATE,ENROLL,NAME,YRDATA,TOTALREV,TFEDREV,TSTREV,TLOCREV,TOTALEXP,TCURINST,TCURSSVC,TCURONON,TCAPOUT
Missouri,599,CROCKER SCHOOL DISTRICT R-2,2016,6150.00,681.00,3374.00,2095.00,5269.00,2947.00,1727.00,308.00,151.00
Missouri,1025,DIXON SCH DIST R 1,2016,9197.00,824.00,5629.00,2744.00,8938.00,4910.00,2994.00,552.00,364.00
Missouri,678,LAQUEY SCH DIST R 5,2016,7626.00,1182.00,4720.00,1724.00,7259.00,3842.00,2771.00,458.00,173.00
Missouri,599,PULASKI COUNTY SCHOOL DIST. R-4,2016,5690.00,695.00,3343.00,1652.00,5467.00,3229.00,1590.00,434.00,150.00
Missouri,90,SWEDEBORG SCH DIST R-3,2016,932.00,88.00,597.00,247.00,762.00,321.00,239.00,59.00,12.00
Missouri,6129,WAYNESVILLE SCH DIST R 6,2016,78072.00,26741.00,35118.00,16213.00,68564.00,38611.00,20627.00,3870.00,5426.00
Missouri,708,PUTNAM CO SCH DIST R-1,2016,7726.00,751.00,3387.00,3588.00,7529.00,4323.00,2203.00,469.00,458.00
Missouri,761,RALLS COUNTY SCH DIST R2,2016,7397.00,772.00,3054.00,3571.00,13054.00,3529.00,1994.00,298.00,6869.00
Missouri,205,HIGBEE SCH DIST R 8,2016,2626.00,192.00,1473.00,961.00,2357.00,1348.00,774.00,140.00,47.00
Missouri,642,WESTRAN SCH DIST R 1,2016,8768.00,609.00,2190.00,5969.00,8722.00,5055.00,2773.00,659.00,160.00
Missouri,2313,MOBERLY SCH DIST,2016,26443.00,2564.00,11848.00,12031.00,25305.00,13683.00,7600.00,1414.00,1513.00
Missouri,423,NORTHEAST RANDOLPH CO SCHOOL DIST R-4,2016,4090.00,290.00,2058.00,1742.00,3978.00,2118.00,1293.00,275.00,79.00
Missouri,171,RENICK SCH DIST R 5,2016,2372.00,187.00,1296.00,889.00,1760.00,896.00,611.00,208.00,40.00
Missouri,227,HARDIN CENTRAL SCH DIST C 2,2016,2854.00,180.00,1664.00,1010.00,2809.00,1407.00,1007.00,200.00,125.00
Missouri,1135,LAWSON SCH DIST R-14,2016,11322.00,515.00,6186.00,4621.00,11078.00,6142.00,3401.00,568.00,698.00
Missouri,330,ORRICK SCH DIST R-11,2016,4523.00,208.00,2712.00,1603.00,4742.00,1938.00,1384.00,158.00,1008.00
Missouri,1596,RICHMOND SCH DIST R 16,2016,15962.00,1160.00,7886.00,6916.00,14791.00,7265.00,5494.00,815.00,1138.00
Missouri,251,BUNKER SCH DIST R 3,2016,3264.00,342.00,970.00,1952.00,3213.00,1559.00,1255.00,245.00,132.00
Missouri,75,CENTERVILLE SCH DIST R-1,2016,1072.00,172.00,488.00,412.00,1039.00,473.00,363.00,76.00,0.00
Missouri,506,SOUTHERN REYNOLDS COUNTY SCHOOL DIST R-2,2016,5338.00,706.00,2571.00,2061.00,5133.00,2429.00,1782.00,380.00,447.00
Missouri,240,LESTERVILLE SCH DIST R 4,2016,5213.00,885.00,1997.00,2331.00,4984.00,2903.00,1629.00,376.00,40.00
Missouri,399,NAYLOR SCH DIST R 2,2016,3647.00,457.00,2358.00,832.00,3097.00,1953.00,855.00,220.00,33.00
Missouri,1494,DONIPHAN SCH DIST R 1,2016,17268.00,3954.00,8325.00,4989.00,16656.00,7871.00,4313.00,975.00,3479.00
Missouri,151,RIPLEY COUNTY SCHOOL DIST R-3,2016,1420.00,184.00,867.00,369.00,1311.00,555.00,364.00,114.00,83.00
Missouri,173,RIPLEY CO SCH DIST R 4,2016,2086.00,511.00,998.00,577.00,1999.00,937.00,646.00,154.00,110.00
Missouri,18317,FT ZUMWALT SCH DIST R II,2016,214021.00,8318.00,92567.00,113136.00,222960.00,116990.00,68758.00,6818.00,23228.00
Missouri,5113,ST CHARLES CO. SCHOOL DIST. R-6,2016,81562.00,4961.00,25221.00,51380.00,73188.00,39811.00,23312.00,2798.00,3093.00
Missouri,17961,FRANCIS HOWELL SCHOOL DIST R 3,2016,219189.00,8479.00,80107.00,130603.00,219304.00,121130.00,61229.00,13927.00,5333.00
Missouri,15750,WENTZVILLE SCH DIST R 4,2016,197060.00,6148.00,92122.00,98790.00,177302.00,91015.00,49648.00,7117.00,9770.00
Missouri,1845,ST CHARLES CO SCH DIST R-5,2016,25404.00,1604.00,8063.00,15737.00,30667.00,12188.00,7859.00,943.00,8145.00
Missouri,317,APPLETON CITY SCH DIST R2,2016,3774.00,379.00,1826.00,1569.00,3641.00,2102.00,1174.00,305.00,33.00
Missouri,406,LAKELAND SCH DIST R-3,2016,4066.00,515.00,1821.00,1730.00,4165.00,2228.00,1263.00,311.00,295.00
Missouri,500,OSCEOLA SCH DIST,2016,4960.00,636.00,2419.00,1905.00,4605.00,2837.00,1322.00,324.00,84.00
Missouri,82,ROSCOE SCH DIST C 1,2016,904.00,96.00,460.00,348.00,747.00,290.00,244.00,44.00,4.00
Missouri,558,BISMARCK SCH DIST R 5,2016,5712.00,767.00,3081.00,1864.00,5558.00,2933.00,1872.00,408.00,189.00
Missouri,3101,NORTH ST FRANCOIS CO SCHOOL DIST R-1,2016,31815.00,3175.00,16883.00,11757.00,32075.00,16402.00,9151.00,2360.00,3119.00
Missouri,4004,FARMINGTON SCH DIST R-7,2016,41199.00,5449.00,17988.00,17762.00,50463.00,20392.00,11084.00,2388.00,15197.00
Missouri,2138,CENTRAL SCHOOL DISTRICT R-3,2016,21766.00,2972.00,12091.00,6703.00,23454.00,11904.00,6643.00,1459.00,3022.00
Missouri,981,WEST ST FRANCOIS COUNTY SCHOOL DIST R-4,2016,10539.00,1535.00,5811.00,3193.00,12837.00,5375.00,3457.00,672.00,2945.00
Missouri,2599,AFFTON SCH DIST 101,2016,30018.00,1255.00,7921.00,20842.00,28670.00,15857.00,9779.00,2355.00,480.00
Missouri,1478,BAYLESS SCH DIST,2016,18180.00,1158.00,8254.00,8768.00,21601.00,8246.00,6081.00,958.00,5317.00
Missouri,676,BRENTWOOD SCH DIST,2016,18579.00,222.00,3416.00,14941.00,15605.00,7821.00,5510.00,915.00,992.00
Missouri,2280,CLAYTON SCH DIST,2016,55550.00,1639.00,10800.00,43111.00,53767.00,28143.00,17290.00,2674.00,2022.00
Missouri,20359,ROCKWOOD SCH DIST R-6,2016,285508.00,4881.00,76387.00,204240.00,280557.00,134448.00,79639.00,20048.00,35304.00
Missouri,11092,FERGUSON FLORISSANT SC DST R2,2016,127105.00,13402.00,57047.00,56656.00,131958.00,65484.00,48249.00,9290.00,6413.00
Missouri,1251,HANCOCK PLACE SCH DIST,2016,21499.00,1565.00,9426.00,10508.00,18352.00,8995.00,5852.00,1410.00,1085.00
Missouri,18055,HAZELWOOD SCH DIST R-1,2016,208079.00,14605.00,89472.00,104002.00,215738.00,112494.00,76236.00,9149.00,4558.00
Missouri,2598,JENNINGS SCH DIST,2016,29372.00,4563.00,17046.00,7763.00,29475.00,13675.00,11076.00,2975.00,1002.00
Missouri,5718,KIRKWOOD SCH DIST R 7,2016,84245.00,1477.00,18750.00,64018.00,78998.00,43995.00,22716.00,4730.00,6089.00
Missouri,4260,LADUE CITY SCH DIST,2016,69140.00,612.00,15265.00,53263.00,65668.00,32285.00,20330.00,3904.00,4492.00
Missouri,1339,MAPLEWOOD-RICHMOND HEIGHTS SCHOOL DIST,2016,22800.00,1067.00,5024.00,16709.00,19483.00,7859.00,7272.00,1442.00,772.00
Missouri,3771,NORMANDY SCH DIST,2016,53475.00,6935.00,29188.00,17352.00,48925.00,19107.00,19331.00,1968.00,1134.00
Missouri,16556,PARKWAY SCH DIST C-2,2016,253812.00,5892.00,55159.00,192761.00,252085.00,127305.00,83988.00,10608.00,22673.00
Missouri,5721,PATTONVILLE SCH DIST R 3,2016,88620.00,3663.00,22557.00,62400.00,88875.00,47120.00,32554.00,2938.00,3419.00
Missouri,6477,RITENOUR SCH DIST,2016,71255.00,5985.00,32231.00,33039.00,69144.00,35158.00,23739.00,4747.00,918.00
Missouri,6101,RIVERVIEW GARDENS SCHOOL DIST,2016,62900.00,9545.00,38499.00,14856.00,64079.00,24705.00,25828.00,5221.00,1598.00
Missouri,6473,LINDBERGH SCH DIST R-8,2016,78101.00,1327.00,18033.00,58741.00,87548.00,38166.00,21579.00,5695.00,17481.00
Missouri,10154,MEHLVILLE SCH DIST R-9,2016,107680.00,3622.00,34496.00,69562.00,93956.00,55323.00,33037.00,4269.00,890.00
Missouri,2940,UNIVERSITY CITY SCH DIST,2016,48435.00,2859.00,15271.00,30305.00,50923.00,19408.00,19102.00,2402.00,6652.00
Missouri,814,VALLEY PARK SCH DIST,2016,13738.00,766.00,2996.00,9976.00,13231.00,7552.00,4340.00,505.00,285.00
Missouri,4504,WEBSTER GROVES SCH DIST,2016,62800.00,2066.00,16637.00,44097.00,58652.00,32234.00,17151.00,3320.00,1431.00
Missouri,0,ST LOUIS CO SPECIAL SCH DT,2016,424059.00,43482.00,141323.00,239254.00,397426.00,262006.00,116536.00,732.00,15983.00
Missouri,28960,ST LOUIS CITY BD OF EDUCATION,2016,387781.00,65764.00,106667.00,215350.00,378328.00,163467.00,150508.00,36806.00,11443.00
Missouri,1886,STE GENEVIEVE CO SD R2,2016,24630.00,1679.00,6440.00,16511.00,27257.00,13655.00,7461.00,1334.00,3826.00
Missouri,48,GILLIAM SCH DIST C4,2016,627.00,49.00,381.00,197.00,566.00,287.00,206.00,27.00,10.00
Missouri,66,MALTA BEND SCH DIST R-5,2016,1648.00,95.00,811.00,742.00,1590.00,774.00,601.00,192.00,21.00
Missouri,2519,MARSHALL SCH DIST,2016,24776.00,2705.00,12184.00,9887.00,23651.00,13799.00,7073.00,1486.00,656.00
Missouri,67,MIAMI SCHOOL DISTRICT R-1,2016,1054.00,70.00,520.00,464.00,1036.00,498.00,328.00,52.00,70.00
Missouri,71,OREARVILLE SCH DIST R 4,2016,799.00,46.00,352.00,401.00,813.00,516.00,198.00,35.00,12.00
Missouri,90,HARDEMAN SCH DIST R 10,2016,921.00,56.00,364.00,501.00,897.00,432.00,244.00,68.00,87.00
Missouri,359,SLATER SCH DIST,2016,3953.00,397.00,1776.00,1780.00,3671.00,2013.00,1173.00,219.00,187.00
Missouri,415,SWEET SPRINGS SCH DIST R7,2016,4849.00,476.00,2166.00,2207.00,4556.00,2507.00,1273.00,216.00,506.00
Missouri,621,SCHUYLER SCHOOL DIST R-1,2016,6405.00,706.00,3138.00,2561.00,8701.00,3644.00,1701.00,389.00,2727.00
Missouri,649,SCOTLAND CO SCH DIST R 1,2016,6797.00,717.00,2858.00,3222.00,6391.00,3653.00,1861.00,423.00,431.00
Missouri,696,CHAFFEE R-2 SCHOOL DISTRICT,2016,6117.00,552.00,3634.00,1931.00,5552.00,3112.00,1521.00,440.00,325.00
Missouri,819,SCOTT CITY SCHOOL DISTRICT R 1,2016,7836.00,745.00,3953.00,3138.00,7703.00,4763.00,2208.00,485.00,113.00
Missouri,152,KELSO SCH DIST C 7,2016,1549.00,122.00,643.00,784.00,1680.00,654.00,346.00,176.00,321.00
Missouri,341,SCOTT COUNTY CENTRAL SCHOOLS,2016,3969.00,535.00,2370.00,1064.00,4225.00,2489.00,1348.00,290.00,68.00
Missouri,343,ORAN SCHOOL DISTRICT R-3,2016,3277.00,230.00,1801.00,1246.00,3126.00,1655.00,1117.00,155.00,145.00
Missouri,1016,SCOTT CO SCH DIST R 4,2016,9275.00,1053.00,5016.00,3206.00,8817.00,4866.00,2512.00,583.00,610.00
Missouri,3520,SIKESTON SCH DIST R 6,2016,34018.00,4730.00,16496.00,12792.00,32064.00,18850.00,9574.00,1612.00,1731.00
Missouri,269,EMINENCE SCH DIST R 1,2016,3104.00,403.00,1604.00,1097.00,3009.00,1545.00,1042.00,230.00,181.00
Missouri,432,WINONA SCH DIST R 3,2016,5137.00,1215.00,2749.00,1173.00,5051.00,2701.00,1767.00,432.00,116.00
Missouri,751,SHELBY COUNTY SCHOOL DIST. R-4,2016,8053.00,789.00,3293.00,3971.00,7256.00,4246.00,2274.00,499.00,177.00
Missouri,301,SHELBY CO SCH DIST C-1,2016,4009.00,240.00,1884.00,1885.00,3604.00,2014.00,1106.00,261.00,195.00
Missouri,452,ADVANCE SCH DIST R 4,2016,5086.00,1335.00,2030.00,1721.00,5691.00,2007.00,1265.00,345.00,1950.00
Missouri,221,BELL CITY SCH DIST R 2,2016,2708.00,247.00,1269.00,1192.00,2698.00,1419.00,972.00,167.00,124.00
Missouri,532,BERNIE SCHOOL DIST R 13,2016,4889.00,567.00,2497.00,1825.00,5076.00,2656.00,1543.00,410.00,380.00
Missouri,727,BLOOMFIELD SCH DIST R-14,2016,6280.00,662.00,3365.00,2253.00,6070.00,3326.00,1882.00,412.00,417.00
Missouri,2105,DEXTER SCH DIST R 11,2016,19530.00,1827.00,9459.00,8244.00,19079.00,11245.00,5559.00,937.00,813.00
Missouri,257,RICHLAND SCH DIST R-1,2016,3818.00,350.00,2056.00,1412.00,3765.00,1879.00,1379.00,242.00,199.00
Missouri,815,PUXICO SCH DIST R 8,2016,7461.00,708.00,4316.00,2437.00,7145.00,4224.00,2272.00,368.00,99.00
Missouri,569,BLUE EYE SCH DIST R 5,2016,9255.00,1083.00,3647.00,4525.00,8630.00,4920.00,2587.00,438.00,685.00
Missouri,661,CRANE SCH DIST R 3,2016,6431.00,762.00,3785.00,1884.00,7212.00,3157.00,1854.00,348.00,1521.00
Missouri,496,GALENA SCH DIST R 2,2016,5533.00,739.00,2999.00,1795.00,6462.00,3013.00,1965.00,289.00,1113.00
Missouri,249,HURLEY SCH DIST R 1,2016,2709.00,260.00,1681.00,768.00,2752.00,1386.00,1143.00,155.00,0.00
Missouri,1836,REEDS SPRING SCH DIST R-4,2016,24246.00,2343.00,7681.00,14222.00,35040.00,11262.00,7625.00,1148.00,13617.00
Missouri,101,NEWTOWN HARRIS SCH DIST R-3,2016,1609.00,135.00,741.00,733.00,1608.00,856.00,562.00,161.00,20.00
Missouri,267,GREEN CITY SCHOOL DISTRICT R-1,2016,3525.00,247.00,1879.00,1399.00,3289.00,1708.00,1090.00,244.00,174.00
Missouri,670,MILAN SCH DIST C 2,2016,7275.00,851.00,4000.00,2424.00,6724.00,3917.00,1988.00,532.00,218.00
Missouri,63,MARK TWAIN SCH DIST R-8,2016,862.00,75.00,399.00,388.00,731.00,395.00,272.00,49.00,15.00
Missouri,199,BRADLEYVILLE SCH DIST R 1,2016,2635.00,255.00,1179.00,1201.00,2567.00,1402.00,813.00,222.00,123.00
Missouri,4740,BRANSON SCH DIST R 4,2016,53244.00,4835.00,20126.00,28283.00,50693.00,24858.00,14606.00,2911.00,5236.00
Missouri,1132,FORSYTH SCH DIST R 3,2016,11626.00,1363.00,5756.00,4507.00,11135.00,5926.00,3607.00,811.00,485.00
Missouri,1351,HOLLISTER SCH DIST R 5,2016,18212.00,1699.00,7281.00,9232.00,19223.00,7555.00,5628.00,1337.00,3940.00
Missouri,402,KIRBYVILLE SCH DIST R 6,2016,4079.00,326.00,1955.00,1798.00,3849.00,1464.00,1248.00,248.00,125.00
Missouri,239,TANEYVILLE SCH DIST R 2,2016,2694.00,285.00,1643.00,766.00,2423.00,1031.00,697.00,168.00,17.00
Missouri,808,CABOOL SCH DIST R-4,2016,7302.00,973.00,3961.00,2368.00,7291.00,3752.00,2343.00,529.00,505.00
Missouri,1001,HOUSTON SCH DIST R 1,2016,11150.00,1133.00,5814.00,4203.00,11420.00,6866.00,2779.00,599.00,1061.00
Missouri,847,LICKING SCH DIST R 8,2016,7633.00,920.00,4572.00,2141.00,7083.00,3913.00,2257.00,494.00,345.00
Missouri,574,PLATO SCH DIST R 5,2016,5801.00,1140.00,2935.00,1726.00,5699.00,2569.00,1567.00,343.00,1168.00
Missouri,210,RAYMONDVILLE SCH DIST R-7,2016,2083.00,354.00,1249.00,480.00,2062.00,926.00,591.00,234.00,85.00
Missouri,162,SUCCESS SCH DIST R 6,2016,1333.00,152.00,833.00,348.00,1306.00,546.00,345.00,186.00,53.00
Missouri,426,SUMMERSVILLE SCHOOL DIST R 2,2016,3797.00,557.00,2027.00,1213.00,3632.00,2146.00,1179.00,243.00,36.00
Missouri,163,BRONAUGH SCH DIST R 7,2016,2039.00,159.00,1186.00,694.00,1971.00,1037.00,749.00,137.00,23.00
Missouri,2487,NEVADA SCH DIST R 5,2016,24564.00,2863.00,12361.00,9340.00,23323.00,14123.00,6945.00,1789.00,293.00
Missouri,202,NORTHEAST VERNON CO. R-I,2016,2430.00,264.00,1193.00,973.00,2302.00,1245.00,875.00,105.00,61.00
Missouri,196,SHELDON SCH DIST R 8,2016,2180.00,248.00,1232.00,700.00,2059.00,1073.00,743.00,170.00,56.00
Missouri,3255,WARREN COUNTY SCHOOL DIST R-3,2016,36136.00,2270.00,19094.00,14772.00,32908.00,17985.00,11421.00,1944.00,581.00
Missouri,1597,WRIGHT CITY SCH DIST R 2,2016,20327.00,1334.00,9395.00,9598.00,17552.00,9191.00,5923.00,847.00,570.00
Missouri,785,KINGSTON SCH DIST 14,2016,8821.00,1248.00,4987.00,2586.00,7826.00,4218.00,2586.00,627.00,85.00
Missouri,2316,POTOSI SCH DIST R 3,2016,23609.00,2831.00,14406.00,6372.00,22160.00,11918.00,7211.00,1315.00,1428.00
Missouri,252,RICHWOODS SCHOOL DISTRICT R-7,2016,2500.00,287.00,1486.00,727.00,2467.00,976.00,847.00,190.00,190.00
Missouri,384,VALLEY SCH DIST R 6,2016,4814.00,371.00,2765.00,1678.00,4395.00,2208.00,1621.00,272.00,247.00
Missouri,1042,CLEARWATER SCH DIST R 1,2016,9668.00,1374.00,5080.00,3214.00,9949.00,5164.00,2920.00,692.00,969.00
Missouri,779,GREENVILLE SCH DIST R 2,2016,8164.00,1212.00,4562.00,2390.00,7543.00,3912.00,2512.00,531.00,406.00
Missouri,569,FORDLAND SCH DIST R-3,2016,5845.00,824.00,3300.00,1721.00,8638.00,3273.00,1751.00,317.00,3193.00
Missouri,3040,MARSHFIELD SCH DIST R 1,2016,26785.00,2592.00,15437.00,8756.00,25084.00,14523.00,7997.00,1554.00,505.00
Missouri,300,NIANGUA SCH DIST R-5,2016,2739.00,340.00,1629.00,770.00,3007.00,1544.00,1004.00,279.00,159.00
Missouri,785,SEYMOUR SCH DIST R-2,2016,7518.00,1707.00,3919.00,1892.00,7250.00,4565.00,2005.00,550.00,128.00
Missouri,321,WORTH SCHOOL DIST R 3,2016,3710.00,262.00,1798.00,1650.00,3459.00,1891.00,1164.00,302.00,75.00
Missouri,716,HARTVILLE SCH DIST R 2,2016,6978.00,860.00,3840.00,2278.00,6443.00,3635.00,1972.00,496.00,295.00
Missouri,79,MANES SCH DIST R 5,2016,1009.00,99.00,638.00,272.00,938.00,403.00,306.00,123.00,0.00
Missouri,697,MANSFIELD SCH DIST R 4,2016,6851.00,804.00,3900.00,2147.00,6248.00,3514.00,1938.00,439.00,196.00
Missouri,1516,MOUNTAIN GROVE SCH DIST R-3,2016,14171.00,2060.00,7884.00,4227.00,12795.00,7020.00,4114.00,1080.00,556.00
Missouri,385,NORWOOD SCH DIST R 1,2016,4112.00,602.00,2244.00,1266.00,4080.00,2197.00,1272.00,416.00,164.00
Montana,332,BEAVERHEAD CO HIGH SCHOOL DIST,2016,5129.00,195.00,2386.00,2548.00,4657.00,2886.00,1664.00,8.00,99.00
Montana,712,DILLON ELEM DIST 10,2016,7826.00,555.00,4032.00,3239.00,7243.00,4644.00,1720.00,332.00,55.00
Montana,5,GRANT ELEM DIST 7,2016,128.00,15.00,67.00,46.00,118.00,58.00,51.00,0.00,7.00
Montana,6,JACKSON ELEM DIST 24,2016,157.00,20.00,77.00,60.00,165.00,88.00,74.00,0.00,0.00
Montana,8,POLARIS ELEM DIST 21,2016,89.00,17.00,40.00,32.00,87.00,56.00,30.00,0.00,0.00
Montana,17,REICHLE ELEM DIST 26,2016,189.00,20.00,110.00,59.00,203.00,131.00,68.00,0.00,0.00
Montana,13,WISDOM ELEM DIST 16,2016,201.00,33.00,96.00,72.00,210.00,126.00,76.00,0.00,4.00
Montana,8,WISE RIVER ELEM DIST 11,2016,166.00,19.00,76.00,71.00,181.00,121.00,57.00,0.00,0.00
Montana,59,LIMA K-12 SCHOOL DISTRICT,2016,1288.00,82.00,654.00,552.00,1167.00,656.00,466.00,44.00,0.00
Montana,7,SPRING CREEK SCHOOL DIST NO 1,2016,235.00,32.00,70.00,133.00,200.00,103.00,76.00,0.00,10.00
Montana,122,WYOLA ELEM DIST 29,2016,2082.00,866.00,777.00,439.00,2134.00,1066.00,752.00,233.00,83.00
Montana,59,PRYOR ELEM SCHOOL DIST 2,2016,1493.00,892.00,419.00,182.00,1232.00,627.00,503.00,99.00,0.00
Montana,42,PLENTY COUPS HIGH SCHOOL,2016,1694.00,875.00,585.00,234.00,1270.00,592.00,643.00,33.00,0.00
Montana,1525,HARDIN ELEM SCH DIST 17H,2016,18881.00,6813.00,8104.00,3964.00,21575.00,9862.00,9104.00,1933.00,275.00
Montana,462,HARDIN HIGH SCH DIST 1,2016,8178.00,1870.00,2786.00,3522.00,7271.00,3697.00,2469.00,471.00,214.00
Montana,238,LODGE GRASS ELEM SCH DIST 27,2016,4228.00,2415.00,1279.00,534.00,4229.00,1518.00,1576.00,368.00,767.00
Montana,129,LODGE GRASS HIGH SCH DIST 2,2016,4177.00,2547.00,970.00,660.00,2781.00,1277.00,1163.00,14.00,327.00
Montana,8,CLEVELAND-LONE TREE ELEM 14,2016,155.00,28.00,54.00,73.00,161.00,78.00,70.00,0.00,12.00
Montana,5,BEAR PAW ELEM DIST 67,2016,126.00,15.00,54.00,57.00,108.00,66.00,40.00,0.00,1.00
Montana,22,ZURICH ELEM DIST 17,2016,373.00,82.00,155.00,136.00,391.00,229.00,143.00,19.00,0.00
Montana,261,CHINOOK ELEM SCH DIST 10,2016,2660.00,217.00,1353.00,1090.00,2719.00,1615.00,854.00,214.00,25.00
Montana,117,CHINOOK HIGH SCH DIST 10,2016,2125.00,13.00,1026.00,1086.00,2157.00,1295.00,725.00,43.00,57.00
Montana,417,HARLEM ELEM DISTRICT 12,2016,6427.00,3094.00,2563.00,770.00,5602.00,3064.00,1834.00,420.00,206.00
Montana,138,HARLEM HIGH SCH DIST 12,2016,2818.00,1077.00,1212.00,529.00,2617.00,1527.00,929.00,33.00,107.00
Montana,56,TURNER ELEM SCHOOL DIST 43,2016,826.00,69.00,385.00,372.00,718.00,306.00,344.00,58.00,6.00
Montana,23,TURNER HIGH SCH DIST 43,2016,714.00,20.00,325.00,369.00,668.00,286.00,328.00,14.00,2.00
Montana,226,HAYS-LODGE POLE K-12 SCHOOL DIST,2016,4593.00,2416.00,1737.00,440.00,4353.00,1961.00,2012.00,218.00,152.00
Montana,0,BEAR PAW SPECIAL EDUCATION COOP,2016,1321.00,817.00,352.00,152.00,1309.00,302.00,904.00,0.00,63.00
Montana,8,NORTH HARLEM ELEM DIST 6,2016,107.00,22.00,77.00,8.00,104.00,50.00,54.00,0.00,0.00
Montana,670,TOWNSEND K-12 SCHOOL DISTRICT,2016,7456.00,479.00,3505.00,3472.00,6990.00,4308.00,1919.00,360.00,318.00
Montana,31,LUTHER ELEM DIST 910,2016,327.00,19.00,161.00,147.00,352.00,234.00,82.00,24.00,12.00
Montana,47,BELFRY K-12 SCHOOL DISTRICT,2016,1328.00,119.00,928.00,281.00,1555.00,888.00,475.00,115.00,76.00
Montana,202,BRIDGER K-12 SCHOOL DISTRICT,2016,3143.00,231.00,1372.00,1540.00,3207.00,1818.00,1050.00,155.00,156.00
Montana,99,FROMBERG PUBLIC SCHOOLS,2016,2036.00,146.00,878.00,1012.00,1868.00,1062.00,633.00,109.00,7.00
Montana,235,JOLIET ELEM SCH DIST 7,2016,2376.00,138.00,1221.00,1017.00,2345.00,1415.00,690.00,179.00,32.00
Montana,125,JOLIET HIGH SCHOOL DIST 7,2016,1796.00,31.00,935.00,830.00,1691.00,1024.00,541.00,13.00,49.00
Montana,316,RED LODGE ELEM SCH DIST 1,2016,3818.00,198.00,1392.00,2228.00,3452.00,1981.00,1055.00,217.00,67.00
Montana,157,RED LODGE HIGH SCH DIST 1,2016,3030.00,44.00,1031.00,1955.00,2696.00,1578.00,743.00,48.00,80.00
Montana,117,ROBERTS K-12 SCHOOL DISTRICT,2016,1787.00,60.00,1057.00,670.00,1745.00,862.00,511.00,186.00,133.00
Montana,3,ALZADA ELEM DIST 56,2016,76.00,0.00,54.00,22.00,77.00,37.00,39.00,0.00,0.00
Montana,34,CARTER CO HIGH SCHOOL DIST,2016,1346.00,17.00,465.00,864.00,1174.00,659.00,460.00,31.00,16.00
Montana,81,EKALAKA ELEM DIST 15,2016,1837.00,127.00,441.00,1269.00,1328.00,608.00,391.00,86.00,83.00
Montana,8,HAMMOND-HAWKS HOME ELEM DISTRICT 1,2016,132.00,10.00,75.00,47.00,153.00,91.00,44.00,0.00,16.00
Montana,121,ULM ELEM DIST 85,2016,1142.00,93.00,641.00,408.00,1081.00,649.00,353.00,78.00,0.00
Montana,131,VAUGHN PUBLIC SCHOOL DIST 74,2016,1605.00,188.00,978.00,439.00,1613.00,745.00,595.00,92.00,31.00
Montana,250,BELT ELEM SCH DIST 29,2016,2728.00,245.00,987.00,1496.00,2470.00,1460.00,550.00,185.00,0.00
Montana,83,BELT HIGH SCHOOL DIST 29D,2016,2164.00,31.00,790.00,1343.00,1675.00,1028.00,563.00,0.00,0.00
Montana,189,CASCADE ELEM DIST 3,2016,2265.00,350.00,941.00,974.00,2171.00,1181.00,721.00,196.00,49.00
Montana,97,CASCADE HIGH SCH DIST B,2016,1853.00,11.00,789.00,1053.00,1855.00,1113.00,621.00,25.00,76.00
Montana,181,SUN RIVER VALLEY ELEM DT 55,2016,2560.00,279.00,1219.00,1062.00,2559.00,1503.00,646.00,239.00,90.00
Montana,89,SUN RIVER VALLEY HIGH SCH DT F,2016,1853.00,10.00,859.00,984.00,1861.00,956.00,697.00,18.00,117.00
Montana,7245,GREAT FALLS ELEM SCH DIST 1,2016,69104.00,11243.00,34265.00,23596.00,69322.00,40649.00,23522.00,4377.00,595.00
Montana,2963,GREAT FALLS HIGH SCH DIST A,2016,30848.00,462.00,16091.00,14295.00,30592.00,20405.00,9479.00,355.00,330.00
Montana,191,SAND COULEE ELEM SCH DT 5,2016,2213.00,254.00,1121.00,838.00,2094.00,1152.00,665.00,147.00,80.00
Montana,68,SAND COULEE HIGH SCH DIST 5C,2016,1451.00,9.00,800.00,642.00,1349.00,642.00,578.00,47.00,54.00
Montana,0,NORTHCENTRAL LEARNING RESOURCE CENTER,2016,666.00,334.00,231.00,101.00,654.00,0.00,646.00,0.00,0.00
Montana,9,BENTON LAKE ELEM DIST 99,2016,139.00,17.00,59.00,63.00,147.00,77.00,41.00,0.00,28.00
Montana,8,CARTER ELEM DIST 56,2016,120.00,17.00,37.00,66.00,117.00,63.00,52.00,0.00,0.00
Montana,120,BIG SANDY ELEM SCH DIST 11,2016,1617.00,140.00,683.00,794.00,2050.00,906.00,441.00,184.00,66.00
Montana,43,BIG SANDY HIGH SCH DIST 2,2016,1669.00,8.00,517.00,1144.00,1233.00,646.00,507.00,12.00,51.00
Montana,203,FORT BENTON ELEM SCH DIST 1,2016,2090.00,186.00,1151.00,753.00,2100.00,1257.00,682.00,129.00,0.00
Montana,70,FORT BENTON HIGH SCH DIST 1,2016,2202.00,5.00,755.00,1442.00,2208.00,999.00,997.00,20.00,166.00
Montana,85,GERALDINE PUBLIC SCHOOLS,2016,1891.00,123.00,756.00,1012.00,1870.00,996.00,670.00,87.00,115.00
Montana,89,HIGHWOOD HIGH SCHOOL DIST 4,2016,1806.00,134.00,866.00,806.00,1862.00,1003.00,616.00,104.00,95.00
